Name,vsini,radius_val,radius_percentile_lower,radius_percentile_upper
HD 126653,8,2.2010615,2.1308813,2.324263
HD 126675,3,1.1788137,1.1543009,1.2015748
HD 126734,7,1.4084982,1.3122289,1.4616555
HD 126831,8,1.9841887,1.9356381,2.029264
HD 126912,40,2.9449148,2.8885438,3.0163043
HD 127007,11,2.5285065,2.1656668,2.7730725
HD 127170,4,1.6958549,1.5555257,1.7931651
HD 127207,8,1.9985876,1.940148,2.1095216
HD 127245,90,1.975011,1.7805831,2.0802474
HD 127294,12,2.073656,2.0233877,2.098159
HD 127403,10,2.0423691,2.003139,2.124367
HD 127539,30,2.8430195,2.7547548,2.9350116
HD 127666,30,2.4514375,2.1348855,2.5857065
HD 127667,4,1.2075905,1.1893489,1.2233322
HD 127825,4,1.2063379,1.1838697,1.2148691
HD 127850,12,2.1052973,1.9703147,2.161152
HD 127852,8,1.3648758,1.3553886,1.381889
HD 127861,13,2.0607576,1.9975785,2.1029754
HD 128027,12,2.22888,2.1582532,2.3030312
HD 128128,11,2.7496252,2.705786,2.7874343
HD 128185,40,4.2799053,4.1763835,4.547564
HD 128332,5,1.1920573,1.1672046,1.2187077
HD 128340,5,1.0735037,1.0303763,1.1129105
HD 128369,9,1.6546721,1.6131155,1.7385318
HD 128398,16,2.3542688,2.302508,2.4221625
HD 128493,24,2.2390392,2.0910513,2.2612176
HD 128494,30,3.292644,3.165982,3.4657693
HD 128660,6,2.2474368,2.1624277,2.3035586
HD 128717,7,1.2944322,1.269945,1.3063736
HD 128760,6,1.2303003,1.1903348,1.2924567
HD 128772,15,2.64033,2.4026594,2.782062
HD 128917,13,1.8370212,1.7774929,1.9562039
HD 128931,8,1.3788226,1.3550543,1.430797
HD 129013,2,1.230392,1.1559513,1.293424
HD 129055,8,1.5831845,1.5351022,1.6635742
HD 129060,15,1.1817236,1.1684111,1.2055491
HD 129135,2,1.3882439,1.3394527,1.47306
HD 129213,17,1.53715,1.4757264,1.6383548
HD 129226,9,1.5868064,1.4929453,1.6449479
HD 129232,6,1.1749786,1.1313839,1.2152245
HD 129354,6,1.6503911,1.6072476,1.6936038
HD 129412,7,1.3632452,1.3406132,1.3953205
HD 129417,20,1.8548458,1.7921609,1.9499412
HD 129425,4,1.0817792,1.0720538,1.0911945
HD 129454,11,1.7979821,1.7519447,1.8902168
HD 129501,15,1.2117357,1.1457295,1.2788047
HD 129599,19,2.2675128,2.211153,2.3259313
HD 129698,20,1.5062423,1.4816345,1.5487721
HD 130102,7,1.7206882,1.6788386,1.7655122
HD 130125,5,1.135412,1.1127645,1.1409299
HD 130238,14,1.690911,1.6094942,1.733956
HD 130240,8,1.2871352,1.2674345,1.2954797
HD 130253,4,1.7583117,1.6824951,1.8388231
HD 130268,2,1.1422049,1.0865015,1.1981435
HD 130360,9,1.5196686,1.4958966,1.5495396
HD 130396,4,1.1425971,1.1297373,1.1683118
HD 130445,4,1.4296845,1.4013621,1.4465208
HD 130460,28,1.2755265,1.2604188,1.2933036
HD 130503,10,1.8689935,1.7797017,1.968849
HD 130551,6,1.3262576,0.9721922,1.3753484
HD 130555,7,1.754134,1.7073298,1.7866113
HD 130582,7,2.1515887,2.0661469,2.2455552
HD 130585,35,1.5039022,1.4361453,1.5855021
HD 130620,40,4.8521085,4.6708875,5.2346606
HD 130672,11,1.7710521,1.7369162,1.8144197
HD 130679,12,2.1833243,2.1228797,2.2373857
HD 130714,5,1.1432915,1.1103009,1.1587298
HD 130761,6,1.4787153,1.3653333,1.5406697
HD 130801,26,2.6401908,2.5437107,2.6995869
HD 130809,9,1.9452664,1.8550384,1.9927182
HD 130852,24,1.492893,1.4239202,1.5471649
HD 130904,6,3.1471398,3.0272872,3.2382293
HD 130916,20,2.3795743,2.242613,2.4441445
HD 130943,24,1.2578809,1.2187918,1.3026004
HD 130987,3,2.0063102,1.9669496,2.0357742
HD 130989,7,1.9996587,1.9559697,2.0259128
HD 131039,12,1.7769586,1.3612194,2.0876276
HD 131194,9,1.6846821,1.6601727,1.7075981
HD 131271,6,1.5634011,1.5363265,1.5820905
HD 131301,30,1.3307968,1.2676575,1.3656412
HD 131337,24,3.7735152,3.512031,3.8661115
HD 131417,19,1.4096545,1.368392,1.4740157
HD 131435,20,1.2303243,1.1905692,1.26318
HD 131438,9,1.7306367,1.6535239,1.7567567
HD 131495,23,2.2541547,2.1742024,2.3113012
HD 131574,100,2.480491,2.44822,2.5569084
HD 131599,6,1.2693274,1.2541459,1.3146471
HD 131787,13,1.4422996,1.3761343,1.4928861
HD 132005,11,1.6531105,1.5749639,1.7438312
HD 132122,18,2.9681907,2.9080057,2.9851196
HD 132249,21,2.579004,2.0850296,2.716597
HD 132301,20,1.2766464,1.2583265,1.3226527
HD 132475,6,1.6936544,1.5928506,1.7930287
HD 132560,25,2.4072998,2.3416514,2.4686594
HD 132602,5,2.074887,1.9665958,2.1681066
HD 132736,80,1.9664105,1.845044,2.0714207
HD 132864,6,1.9725863,1.9260112,2.0236592
HD 132893,7,1.9427661,1.8709174,2.0229857
HD 133295,10,1.0776737,1.057249,1.1170799
HD 133351,35,2.3227563,2.2401807,2.4055862
HD 133469,23,1.317176,1.2750059,1.3562456
HD 133482,14,2.5760095,2.5403745,2.6104202
HD 133644,7,1.6531414,1.5603998,1.7077023
HD 133795,7,1.0667624,1.0502183,1.1030922
HD 133814,9,1.3898613,1.3524562,1.4277295
HD 133913,7,2.0949523,2.0397594,2.2358997
HD 134061,27,1.789739,1.6113044,1.9035709
HD 134191,35,1.5303938,1.4725692,1.5683309
HD 134231,15,1.5646427,1.5224922,1.645656
HD 134280,30,1.3916857,1.306809,1.4403619
HD 134495,11,1.3623021,1.3183662,1.4038435
HD 134694,10,1.9964312,1.8949425,2.0856574
HD 134792,14,1.5606488,1.4533463,1.60525
HD 134853,19,1.6349854,1.5864362,1.6794558
HD 135151,7,1.1672649,1.1423429,1.2081926
HD 135200,14,3.5516949,3.4163969,3.617638
HD 135468,7,2.2051268,2.1581228,2.3159227
HD 135528,5,1.7789843,1.7350887,1.8343034
HD 136047,27,1.9177754,1.8746912,1.9755765
HD 136118,7,1.6992261,1.678596,1.723293
HD 136124,70,2.6652386,2.497587,2.80022
HD 136179,5,2.3840368,2.1850193,2.6210623
HD 136205,7,1.6765754,1.5965812,1.7520846
HD 136301,20,1.8353037,1.8111085,1.883455
HD 136440,10,1.6359546,1.6080247,1.6946589
HD 136497,15,2.0257487,1.9563639,2.0747373
HD 136544,6,1.5936083,1.5425577,1.6433159
HD 136580,5,1.3332199,1.3272318,1.384252
HD 136654,14,1.429864,1.4214582,1.4491572
HD 136696,35,3.6394887,3.472312,3.7876272
HD 137157,9,1.4173335,1.3396425,1.4544439
HD 137294,13,1.9917239,1.9434178,2.0426018
HD 137410,8,2.6406815,2.541159,2.7152243
HD 137619,28,3.144691,2.8672261,3.2568312
HD 137705,17,1.3257996,1.2018831,1.3886942
HD 137804,21,1.9145397,1.7960399,1.9704826
HD 137870,8,1.6027406,1.5676371,1.6198641
HD 137992,4,1.9844838,1.925068,2.056831
HD 138057,7,1.4341949,1.3800051,1.5113956
HD 138115,8,2.4592464,2.4078918,2.490771
HD 138148,6,2.5578582,2.488851,2.6994972
HD 138246,6,1.2078334,1.0836717,1.2689993
HD 138339,6,1.7192678,1.669519,1.76209
HD 138465,14,3.0390193,2.9337423,3.1500664
HD 138593,11,1.6788502,1.5843796,1.7244813
HD 138686,17,4.023563,3.9751146,4.118775
HD 138741,21,2.3650913,2.2269652,2.4466252
HD 138750,13,2.603781,2.485992,2.702203
HD 138808,9,1.8578144,1.8096341,1.9371394
HD 138924,5,1.5428807,1.4991952,1.6416329
HD 139089,14,2.158142,2.1323965,2.2034273
HD 139200,5,1.4274775,1.3945993,1.4590704
HD 139375,110,2.3230662,2.2692475,2.4148188
HD 139389,20,1.2639344,1.224475,1.3082566
HD 139438,8,1.4778025,1.3892816,1.5781404
HD 139457,5,1.5733255,1.5240747,1.5975729
HD 139478,19,1.6522541,1.5183471,1.8448504
HD 139522,55,1.941029,1.7762032,2.0466838
HD 139539,30,1.4046026,1.3658384,1.4747561
HD 139720,11,2.6048276,2.5317187,2.7799392
HD 139843,11,1.5016601,1.4419788,1.5523014
HD 139876,10,3.2648063,3.135905,3.3801248
HD 140229,17,1.4607936,1.4270927,1.494941
HD 140341,80,3.4371376,3.335506,3.607463
HD 140370,10,1.2566133,1.1398196,1.3017956
HD 140408,5,1.1659914,1.116569,1.2102123
HD 140412,6,1.3230965,1.2853445,1.3695766
HD 140571,4,1.8182098,1.7797514,1.8629894
HD 140592,8,1.8425896,1.521109,1.9624536
HD 140612,50,2.6715124,2.593799,2.7264016
HD 140721,19,1.6422328,1.58937,1.755483
HD 140812,10,1.369628,1.3002712,1.459079
HD 140876,6,1.772038,1.6029234,1.8740548
HD 140925,8,1.3189886,1.2619549,1.4531192
HD 141103,6,1.6579171,1.6218283,1.7063404
HD 141107,7,1.6524458,1.563452,1.6735425
HD 141128,5,1.4183185,1.3720672,1.4811877
HD 141171,11,1.5147219,1.4383832,1.5834713
HD 141294,5,1.7344757,1.6563015,1.8049724
HD 141398,55,3.2291582,3.1115282,3.3441064
HD 141416,55,2.6741946,2.5786,2.8238947
HD 141465,27,1.3008151,1.1878017,1.3750774
HD 141514,5,1.2585945,1.2180301,1.2890747
HD 141515,35,2.11268,2.0312905,2.2622545
HD 141550,11,2.5281804,2.4210546,2.6361725
HD 141583,6,1.8072401,1.7844554,1.8329096
HD 141597,3,1.3206841,1.257256,1.3858554
HD 141692,6,2.4002025,2.354797,2.4760401
HD 141815,9,1.7770816,1.6874863,1.8686553
HD 141863,11,1.7978071,1.6506362,1.8685049
HD 141972,14,2.2782886,2.1110828,2.37891
HD 142081,6,1.617724,1.5313379,1.697349
HD 142108,45,3.0890763,3.0070877,3.1901453
HD 142118,4,2.2294025,2.1215396,2.3453214
HD 142217,8,1.4090666,1.3269559,1.4455861
HD 142227,5,2.023496,1.992879,2.0542805
HD 142303,10,3.1977458,2.7784882,3.3960216
HD 142529,12,1.8398143,1.7971507,1.9217905
HD 142542,28,2.1126149,2.047275,2.2001543
HD 142575,8,1.8027098,1.767999,1.8355439
HD 142681,18,2.1200323,1.9813527,2.2701917
HD 142727,40,1.3002234,1.2582306,1.338048
HD 142846,24,1.8430418,1.7534106,1.9521041
HD 142882,19,1.5756156,1.4948002,1.6604313
HD 142943,10,1.4029953,1.338605,1.4344041
HD 143105,10,1.6473043,1.625878,1.6585349
HD 143292,3,1.5890561,1.545118,1.6234701
HD 143306,10,1.3657655,1.340471,1.3947343
HD 143401,70,1.7841558,1.749232,1.8940314
HD 143431,10,2.015149,1.915503,2.1321666
HD 143470,30,3.17013,3.047177,3.3356786
HD 143873,25,2.106795,2.004082,2.1601448
HD 144134,22,1.9643244,1.8827648,2.0471408
HD 144172,5,1.6033204,1.5589525,1.6813151
HD 144227,6,2.3756588,2.2754104,2.4625878
HD 144243,7,1.5712565,1.4075797,1.6397904
HD 144282,50,4.170927,3.908691,4.239626
HD 144301,14,1.2924908,1.2547203,1.3177712
HD 144309,5,1.6228086,1.556177,1.6717039
HD 144582,35,2.9798775,2.900425,3.0490327
HD 144717,10,2.249494,2.1896598,2.2924602
HD 144766,5,1.119807,1.0767015,1.1674148
HD 144836,45,2.5656722,2.4094868,2.7103915
HD 144880,3,1.4379281,1.4255948,1.4804193
HD 145071,23,1.5888512,1.4624498,1.648549
HD 145158,8,1.3523846,1.2911727,1.3859036
HD 145173,14,1.7476515,1.676675,1.8059613
HD 145184,17,1.3377639,1.2076098,1.4235221
HD 145228,16,2.2329028,1.6196547,2.2978718
HD 145247,19,2.6842086,2.5818684,2.8336666
HD 145327,40,2.3891878,2.2939787,2.450296
HD 145344,2,1.3786584,1.364054,1.3938782
HD 145368,7,1.7102928,1.6903495,1.7254899
HD 145436,55,1.5903909,1.5290399,1.6664897
HD 145549,9,1.3846962,1.3358655,1.4167411
HD 145627,17,2.6045716,2.3588269,2.7625742
HD 145676,24,2.3160398,2.2394564,2.4310365
HD 145729,1,1.0988814,1.0839562,1.1401559
HD 145833,6,1.6920238,1.2840486,1.789847
HD 145853,7,2.2420177,2.0527065,2.3283772
HD 145872,25,1.3836269,1.3206742,1.4339788
HD 145937,4,1.3777279,1.3266162,1.4800315
HD 146079,4,1.6729497,1.6466017,1.7176894
HD 146213,8,2.6321878,2.5967703,2.6714938
HD 146418,22,1.5818337,1.443401,1.6991736
HD 146870,80,2.4088538,2.3262827,2.531274
HD 146990,7,1.4839121,1.4591613,1.5139185
HD 146991,35,1.643567,1.5809389,1.7137522
HD 147291,7,1.6547669,1.5442084,1.7052855
HD 147385,8,1.7775953,1.7297256,1.8317213
HD 147387,70,3.4816575,3.4210715,3.5508606
HD 147531,9,1.7278776,1.6641718,1.8219492
HD 147642,7,1.1176019,1.0801286,1.1497432
HD 147644,2,1.3217716,1.2619916,1.3735633
HD 147652,7,1.8115426,1.7674997,1.8479294
HD 147685,28,1.4846616,1.3992721,1.5498328
HD 147717,7,2.0362146,1.9753935,2.1065388
HD 147742,6,1.600533,1.5218949,1.6511853
HD 147753,16,3.3715122,3.2537704,3.5206594
HD 147887,4,1.6281996,1.6027222,1.6734351
HD 148004,15,1.1052305,1.0831057,1.1261537
HD 148044,15,1.9063988,1.8471327,1.9496027
HD 148046,21,2.563215,2.5092587,2.6913643
HD 148049,2,1.3606516,1.3328485,1.3776621
HD 148164,4,1.4688312,1.4191507,1.5079716
HD 148211,3,1.3456217,1.3324059,1.3620893
HD 148290,12,1.8501191,1.7847705,1.9036655
HD 148433,11,2.635505,2.593273,2.81347
HD 148453,50,1.4457644,1.3615934,1.46591
HD 148516,10,1.9857123,1.8897337,2.0424356
HD 148528,45,1.6605861,1.433641,1.7612733
HD 148600,11,2.4456542,2.288827,2.6033802
HD 148711,21,4.826007,4.5786996,5.0505323
HD 148725,50,2.5273185,2.3326285,2.851287
HD 148803,8,1.6929373,1.5841199,1.7928203
HD 148816,2,1.3057013,1.27273,1.3391334
HD 148841,5,2.0001392,1.8860006,2.0475101
HD 148961,9,2.1309495,2.0775034,2.2442415
HD 148963,7,1.4987122,1.4648131,1.5475746
HD 148967,8,2.2854984,2.2597399,2.370946
HD 148997,11,1.170537,1.1213006,1.2643574
HD 149079,4,1.2092471,1.1640581,1.2309034
HD 149200,6,1.4070265,1.3651626,1.444855
HD 149238,7,1.1043073,1.0961369,1.1312643
HD 149304,25,1.4730794,1.4329182,1.5320096
HD 149346,21,1.3739926,1.2940607,1.4335511
HD 149380,5,1.0032634,0.97402656,1.0209427
HD 149463,5,1.5007138,1.3934212,1.6299201
HD 149504,3,2.0298562,1.9477632,2.1711562
HD 149576,11,1.718733,1.6461487,1.7524831
HD 149616,6,1.1471772,1.1032274,1.1612344
HD 149652,6,1.4980906,1.442429,1.5856332
HD 149663,10,1.9572457,1.8628814,2.0221019
HD 149665,5,1.1403074,1.08787,1.1728286
HD 149807,40,2.2316613,2.0364273,2.4064276
HD 149879,50,2.0457718,2.0086973,2.0951836
HD 149928,7,2.0686321,2.000533,2.1662543
HD 150017,100,2.096426,2.051273,2.27146
HD 150258,9,2.455025,2.415807,2.4784465
HD 150295,18,1.5859056,1.5006083,1.6542692
HD 150344,16,1.512532,1.3581458,1.5728523
HD 150589,55,1.7047813,1.610725,1.7863511
HD 150697,50,2.2606568,2.1854153,2.3643026
HD 150734,12,2.0397117,1.9862552,2.0967827
HD 150749,24,1.4409454,1.3273937,1.5481032
HD 150813,17,1.4114888,1.3804227,1.483543
HD 150826,22,1.7404609,1.6510041,1.787698
HD 150875,21,3.3015409,3.1888788,3.5361352
HD 150962,30,2.4147565,2.1798534,2.493316
HD 151021,5,1.3579867,1.3007841,1.4170343
HD 151043,10,3.1683831,3.081298,3.2189262
HD 151258,5,1.4788998,1.327181,1.5687808
HD 151340,9,2.6484938,2.5480497,2.7283697
HD 151379,23,1.4683399,1.4197239,1.5506494
HD 151632,22,1.2557625,1.1791149,1.303418
HD 151651,10,1.1814082,1.127164,1.2262295
HD 151664,5,1.6345065,1.5687274,1.7012817
HD 151689,4,1.5979596,1.5869402,1.6143839
HD 151699,15,1.471014,1.4124459,1.48685
HD 151766,8,2.7252176,2.7057967,2.771051
HD 151772,10,1.4238387,1.3638054,1.4800897
HD 151783,110,2.110236,1.8945299,2.4105005
HD 151900,35,2.1329997,2.0959187,2.177785
HD 151939,23,2.9039056,2.785574,2.9937851
HD 152128,13,1.7281249,1.6660903,1.831506
HD 152146,6,1.4929737,1.463967,1.533663
HD 152237,9,2.1784425,2.0573914,2.2442284
HD 152392,3,1.7268654,1.62215,1.8050032
HD 152425,10,1.2493931,1.2031957,1.2798222
HD 152433,3,1.2483486,1.2194463,1.2910831
HD 152446,9,1.608917,1.5686435,1.6363691
HD 152449,7,1.436249,1.4123999,1.4756109
HD 152652,7,3.6096885,3.458098,3.6858435
HD 152671,21,2.3890526,2.3330953,2.4396837
HD 152986,5,1.3178215,1.2830639,1.3356447
HD 153134,4,1.8476541,1.7500155,1.9295452
HD 153240,13,1.2286692,1.1721992,1.2698137
HD 153376,5,2.0243094,2.0062501,2.0553863
HD 153455,35,2.3024206,2.1353645,2.3661435
HD 153559,15,1.4274426,1.3717879,1.47164
HD 153627,4,1.220604,1.1943187,1.2324425
HD 153668,6,1.396834,1.3706009,1.4149289
HD 153796,45,1.8665134,1.801515,1.9468046
HD 153846,11,1.4281226,1.3591291,1.5167077
HD 153897,35,1.4087864,1.3599108,1.4479142
HD 153950,5,1.3804617,1.3435284,1.4124751
HD 153970,5,1.1690348,1.1597866,1.177949
HD 154083,28,1.4613749,1.413492,1.5165987
HD 154208,6,2.7658248,2.697524,2.8746126
HD 154337,9,1.2709129,1.2421249,1.3054149
HD 154355,8,1.6673884,1.6473271,1.696236
HD 154578,10,1.4742929,1.3455923,1.5155927
HD 154865,9,1.8844124,1.8383511,1.9454297
HD 154866,29,1.2898383,1.2465967,1.354327
HD 154945,22,1.4637024,1.358316,1.6304247
HD 154974,8,2.588667,2.5461912,2.665238
HD 155060,3,1.1165054,1.0923151,1.1284409
HD 155092,17,2.097752,2.0426471,2.1640291
HD 155117,3,1.4152625,1.3545614,1.4528202
HD 155193,5,1.8576499,1.8222308,1.8893402
HD 155228,7,2.083328,2.031366,2.1500432
HD 155262,20,1.5253025,1.4299697,1.6288738
HD 155286,20,1.966292,1.8848456,2.053134
HD 155356,16,1.4645352,1.3826197,1.5035375
HD 155395,29,3.1824892,2.9409995,3.4122694
HD 155423,10,1.5187238,1.4807708,1.5499943
HD 155467,8,1.345241,1.3127266,1.3668671
HD 155479,7,3.1568942,3.053145,3.234173
HD 155498,8,2.4375129,2.3780997,2.5251236
HD 155515,4,1.0767483,1.0612233,1.117351
HD 155546,40,2.0612912,1.8617218,2.1818392
HD 155559,22,1.5538133,1.5261148,1.6288693
HD 155646,7,2.729842,2.6770208,2.847455
HD 155817,5,2.2954514,2.2637064,2.3420277
HD 155967,45,1.3830856,1.3007462,1.4174047
HD 155979,15,1.4841546,1.3948,1.5276928
HD 156549,14,1.7787722,1.7440599,1.8212402
HD 156586,4,1.9718906,1.9211069,2.0047834
HD 156632,6,1.9395534,1.9148743,1.9847456
HD 156730,6,2.7776468,2.6560173,2.8947217
HD 156825,14,1.8281633,1.7368287,1.8645841
HD 156925,17,1.9100513,1.8387858,1.9537753
HD 156999,7,1.3718015,1.3351096,1.4040551
HD 157304,5,1.457825,1.2504895,1.5001345
HD 157316,35,1.8213912,1.7881851,1.9047372
HD 157338,4,1.1436963,1.120141,1.164372
HD 157373,10,1.4829216,1.4417728,1.5177547
HD 157379,55,2.9224558,2.84484,3.0635393
HD 157387,10,1.8811786,1.8060546,1.9610454
HD 157427,40,1.7728616,1.6179559,1.9047027
HD 157466,5,1.0379413,1.0052471,1.0605925
HD 157555,14,1.3133541,1.2938366,1.360845
HD 157587,35,1.5205642,1.4356021,1.5961661
HD 157856,15,2.2311208,2.1468196,2.283839
HD 157884,18,1.3379753,1.3148003,1.3893409
HD 157968,13,1.9069339,1.8721129,1.9213994
HD 157986,3,1.1177868,1.0757679,1.1571538
HD 158302,19,3.2624257,3.2080061,3.3121312
HD 158469,6,1.4152379,1.3863746,1.4351681
HD 158521,5,1.5058589,1.3838375,1.5577723
HD 158654,27,1.9053346,1.827981,1.981343
HD 158671,14,2.3405495,2.254013,2.4450488
HD 158675,26,1.8447877,1.6786132,1.9370447
HD 158736,6,1.1523063,1.0897837,1.2263665
HD 158806,17,2.3635736,2.3253975,2.4078677
HD 159279,21,1.6205142,1.5006293,1.686576
HD 159329,3,1.1252453,1.1070677,1.1464272
HD 159357,4,1.2368658,1.1936853,1.2683744
HD 159397,15,1.1887091,1.1471273,1.2172155
HD 159517,18,2.922843,2.8473842,3.038915
HD 159583,17,1.7251846,1.6480728,1.8087672
HD 159611,25,2.3331127,2.2661355,2.4954584
HD 159775,7,2.6818223,2.5559707,2.816263
HD 159972,11,2.0312774,1.8506237,2.1465158
HD 160043,4,1.531895,1.4659228,1.6143806
HD 160078,10,1.6989176,1.6771369,1.7211255
HD 160213,6,1.5207821,1.4156584,1.61151
HD 160312,12,2.5238056,2.3827138,2.691337
HD 160355,11,2.5088985,2.403406,2.5608747
HD 160482,3,1.1744677,1.143568,1.23499
HD 160487,1,2.519047,2.4303856,2.6485941
HD 160488,55,3.0270364,2.3023343,3.070777
HD 160573,50,2.7775526,2.6867566,2.8442497
HD 160627,25,2.1459627,2.0533533,2.2015126
HD 161023,14,1.5540408,1.5280015,1.608481
HD 161050,5,1.6795474,1.6142653,1.7313869
HD 161071,40,1.5992088,1.537862,1.6587535
HD 161128,30,3.4529233,3.405524,3.5079627
HD 161192,27,1.7406995,1.66655,1.8142139
HD 161203,4,2.2058294,2.159536,2.2691236
HD 161462,5,1.0689459,0.8931382,1.1338172
HD 161478,35,1.2804704,1.2356548,1.362373
HD 161538,11,2.1819704,2.1359055,2.2493443
HD 161551,13,1.1361687,1.1147658,1.1786575
HD 161566,5,2.0395544,2.000394,2.1009808
HD 161718,6,1.789083,1.742731,1.810806
HD 161767,16,2.0213416,1.9393293,2.1821012
HD 161773,29,1.9561261,1.880401,2.0279548
HD 161990,10,1.5663102,1.4831039,1.6886978
HD 162195,4,1.3207616,1.2974333,1.3369948
HD 162343,40,4.6669917,4.333828,4.855187
HD 162521,21,1.4058754,1.3506546,1.4665958
HD 162796,6,2.1953819,2.1545544,2.2393095
HD 162826,4,1.3096458,1.2911916,1.3338325
HD 162883,55,1.4868824,1.340049,1.6248024
HD 162916,22,1.4390894,1.3836176,1.5109414
HD 163079,6,2.4288385,2.312362,2.559373
HD 163385,9,1.4102243,1.3622948,1.4764796
HD 163520,70,2.718941,2.5237558,2.7617955
HD 163674,24,2.6366143,2.589286,2.6826472
HD 163696,20,2.51755,2.425065,2.6016033
HD 164057,4,1.4050627,1.3661027,1.4651448
HD 164112,7,1.2952132,1.235168,1.3325174
HD 164138,26,2.7023072,2.5410283,2.8085654
HD 164249,21,1.3770801,1.3160574,1.4126853
HD 164372,50,2.2488766,2.2104492,2.3428938
HD 164396,24,2.1106684,1.9822286,2.2101762
HD 164901,6,1.7826067,1.7078966,1.8230854
HD 165000,11,1.3976959,1.2868425,1.4578842
HD 165011,6,2.0289674,1.99161,2.0673857
HD 165027,7,1.444325,1.3833169,1.5100025
HD 165073,11,1.4094614,1.1197067,1.4779724
HD 165281,7,1.7444227,1.6461253,1.8248569
HD 165567,14,1.9374069,1.8502898,2.0206194
HD 165610,6,2.5749815,2.5272367,2.667653
HD 165696,10,1.3779483,1.337953,1.4226338
HD 166073,9,2.5172968,2.4630835,2.5685577
HD 166601,9,1.8137531,1.7585313,1.8907185
HD 166649,7,2.0112116,1.966883,2.0536327
HD 166729,15,2.6682281,2.5483415,2.7233818
HD 166913,4,1.111873,1.0259862,1.1467595
HD 166972,16,1.6349502,1.5962428,1.740216
HD 167062,12,1.6946656,1.578377,1.7729
HD 167300,3,1.4042882,1.3671902,1.4452146
HD 167389,3,1.0311446,1.0160311,1.0419818
HD 167407,6,1.6123658,1.5690794,1.6417235
HD 167534,40,3.8982756,3.7925956,4.0082307
HD 167538,50,2.6789715,2.5711703,2.7558799
HD 167586,4,1.4494098,1.3550689,1.5246625
HD 167588,4,1.8265152,1.8002168,1.8648877
HD 167825,19,2.497582,2.4342544,2.552459
HD 167854,35,1.4903612,1.438213,1.5232449
HD 168093,4,1.2988281,1.2764457,1.3386972
HD 168363,6,1.5071954,1.4392059,1.5791436
HD 168774,11,1.4717059,1.457965,1.4961278
HD 168782,40,2.6955016,2.622113,2.7531507
HD 168849,50,1.4188684,1.3807513,1.4640074
HD 168956,3,1.2840977,1.2400559,1.3192717
HD 169029,11,1.606363,1.5545205,1.6461381
HD 169244,5,1.6265575,1.6085082,1.6668892
HD 169666,22,1.733161,1.707852,1.7710905
HD 169830,4,1.9671239,1.9069561,1.994765
HD 169840,24,1.63046,1.5844996,1.6835996
HD 169886,6,1.3995079,1.3218352,1.4531264
HD 169919,9,1.3591912,1.3023144,1.4380219
HD 170091,24,3.3249452,3.2443247,3.423835
HD 170149,17,2.252726,2.2128766,2.3906963
HD 170506,23,1.3575027,1.3211902,1.4087793
HD 170513,11,2.1928818,2.11864,2.3355775
HD 170579,13,1.3919733,1.3539377,1.4086705
HD 170850,45,1.4682674,1.4431168,1.5624486
HD 171087,24,2.1755345,2.1265144,2.2368977
HD 171278,20,1.6053274,1.4927416,1.7160931
HD 171341,24,1.5111021,1.4732615,1.553095
HD 171413,16,1.7628288,1.6940137,1.884718
HD 171455,45,1.5804317,1.5236019,1.6161155
HD 171534,35,2.0043137,1.9625174,2.083445
HD 171620,5,1.2047368,1.1794558,1.2545474
HD 171763,13,2.660378,2.131383,2.820315
HD 171770,45,1.653552,1.5910074,1.7325271
HD 171854,18,2.1843126,2.121832,2.248024
HD 171874,18,3.0980432,3.0411546,3.1523535
HD 171886,11,1.3885748,1.3560106,1.4221293
HD 171888,5,1.8355426,1.8069235,1.8737907
HD 171990,4,1.9590544,1.9334683,1.9891615
HD 172144,15,3.6770763,3.5737317,3.7397625
HD 172266,35,2.201152,2.1129203,2.2719452
HD 172283,9,1.863437,1.7534194,1.973013
HD 172407,9,1.80712,1.7373109,1.8806639
HD 172426,13,2.0112305,1.9604124,2.065182
HD 172547,22,2.0762804,1.9589795,2.1835647
HD 172711,18,2.3412604,2.2831736,2.4253855
HD 172718,5,1.8481888,1.7916123,1.9016786
HD 172993,8,2.016493,1.9796948,2.0350056
HD 173091,5,1.144606,1.0834637,1.2043754
HD 173189,8,1.2872477,1.2502776,1.3343434
HD 173245,6,2.1607547,2.065429,2.1816595
HD 173289,4,1.9326042,1.9082234,1.9636589
HD 173494,12,1.8083264,1.7531025,1.8608254
HD 173634,35,3.3009791,3.1850379,3.4525337
HD 173645,17,1.3188798,1.2760357,1.3550764
HD 173651,13,1.4407978,1.1865176,1.4828492
HD 173883,3,1.7309918,1.7086785,1.7649876
HD 174153,6,1.2654176,1.2436582,1.2856123
HD 174160,7,1.2862567,1.2632838,1.309238
HD 174341,6,2.7966173,2.7225502,2.9348054
HD 174505,29,3.5975661,3.3857987,3.6972606
HD 174912,4,0.98966336,0.96266246,1.0041482
HD 175128,4,1.720564,1.6814424,1.7568315
HD 175226,9,1.9653337,1.9536266,1.9973015
HD 175290,10,1.9065408,1.7587395,1.9875358
HD 175382,16,1.303051,1.2855017,1.3370509
HD 175432,120,1.7502279,1.6289642,1.7890011
HD 175576,8,2.884111,2.8489425,2.9831722
HD 175862,55,2.1211782,2.0031848,2.1675236
HD 175979,4,1.7875388,1.6920387,1.9306291
HD 176118,9,2.0502405,2.006278,2.18411
