 #  ;typed ident;            identifier             ;typ;       coord1 (ICRS,J2000/2000)        ;  Mag U  ;  Mag B  ;  Mag V  ;  Mag R  ; Mag I  ;   spec. type    ;#bib;#not
----;-----------;-----------------------------------;---;---------------------------------------;---------;---------;---------;---------;--------;-----------------;----;----
839 ;HD 27857   ;HD 27857                           ;PM*;04 26 26.1931714056 +52 30 17.184792312;     ~   ;8.69     ;8.05     ;     ~   ;     ~  ;G5               ;  32;   0
840 ;HD 27859   ;HD 27859                           ;BY*;04 24 28.3269703416 +16 53 10.202918748;     ~   ;8.382    ;7.790    ;     ~   ;     ~  ;G2V              ; 224;   0
841 ;HD 27887   ;HD 27887                           ;PM*;04 25 10.8248744928 +25 44 57.051355308;     ~   ;8.29     ;7.9      ;     ~   ;     ~  ;F5               ;  49;   0
842 ;HD 27905   ;HD 27905                           ;PM*;04 23 20.1625364208 -25 23 41.997271740;     ~   ;8.44     ;7.81     ;     ~   ;     ~  ;G3V              ;  45;   0
843 ;HD 27911   ;HD 27911                           ;PM*;04 24 26.6321184792 +02 29 26.947216824;     ~   ;8.17     ;7.76     ;     ~   ;     ~  ;F0/2V            ;  28;   0
844 ;HD 27927   ;HD 27927                           ;*  ;04 23 36.1680152520 -20 16 26.266289160;     ~   ;8.55     ;8.06     ;     ~   ;     ~  ;F7V              ;  23;   0
845 ;HD 27939   ;HD 27939                           ;*  ;04 23 28.8389781168 -27 39 28.458665100;     ~   ;9.26     ;8.58     ;     ~   ;     ~  ;G3/5V            ;  35;   0
846 ;HD 27947   ;HD 27947                           ;*  ;04 25 00.3248806872 +11 58 40.535463216;     ~   ;9.05     ;8.40     ;     ~   ;     ~  ;G0               ;  42;   0
847 ;HD 27965   ;HD 27965                           ;PM*;04 23 42.8194247448 -28 46 00.993728784;     ~   ;9.95     ;9.16     ;     ~   ;     ~  ;G8V              ;  29;   0
848 ;HD 27969   ;HD 27969                           ;PM*;04 26 49.4518475472 +42 54 34.146235908;     ~   ;     ~   ;     ~   ;7.2      ;     ~  ;G5               ;  40;   0
849 ;HD 28013   ;HD 28013                           ;PM*;04 23 53.3430740179 -34 45 24.269975458;     ~   ;9.09     ;8.38     ;     ~   ;     ~  ;G5V              ;  38;   0
850 ;HD 28073   ;HD 28073                           ;*  ;04 25 41.6632815552 -04 43 38.768042280;     ~   ;8.69     ;8.22     ;     ~   ;     ~  ;F3V              ;  28;   0
851 ;HD 28097   ;HD 28097                           ;*  ;04 28 54.3029441208 +55 00 01.723843548;     ~   ;8.21     ;7.66     ;     ~   ;     ~  ;F8               ;  35;   0
852 ;HD 28099   ;HD 28099                           ;BY*;04 26 40.1217122952 +16 44 48.885808416;8.98     ;8.78     ;8.12     ;7.56     ;7.23    ;G2+V             ; 419;   0
853 ;HD 28122   ;HD 28122                           ;*  ;04 30 35.3121117456 +65 03 04.061173680;     ~   ;8.07     ;7.71     ;     ~   ;     ~  ;F0               ;  28;   0
854 ;HD 28160   ;HD 28160                           ;PM*;04 26 01.1124329016 -13 16 48.942992460;     ~   ;8.87     ;8.37     ;     ~   ;     ~  ;F6V              ;  27;   0
855 ;HD 28181   ;HD 28181                           ;*  ;04 26 38.8074823848 -03 46 03.212205600;     ~   ;9.27     ;8.84     ;     ~   ;     ~  ;F5V              ;  25;   0
856 ;HD 28185   ;HD 28185                           ;PM*;04 26 26.3227063776 -10 33 02.947149108;     ~   ;8.52     ;7.81     ;     ~   ;     ~  ;G6.5IV-V         ; 187;   1
857 ;HD 28187   ;HD 28187                           ;PM*;04 25 23.7666042816 -35 40 32.041462620;     ~   ;8.41     ;7.79     ;     ~   ;     ~  ;G3IV/V           ;  53;   0
858 ;HD 28192   ;HD 28192                           ;PM*;04 26 48.8200303488 -01 43 28.671284064;     ~   ;8.67     ;8.07     ;     ~   ;     ~  ;G0V              ;  48;   0
859 ;HD 28205   ;V* V993 Tau                        ;BY*;04 27 35.8912011816 +15 35 21.090336828;     ~   ;7.949    ;7.404    ;7.102    ;6.805   ;~                ; 235;   0
860 ;HD 28218   ;HD 28218                           ;*  ;04 27 22.2066322872 +07 03 44.950339296;     ~   ;7.97     ;7.56     ;     ~   ;     ~  ;F5               ;  25;   0
861 ;HD 28237   ;HD 28237                           ;PM*;04 27 46.0745928288 +11 44 11.108386212;     ~   ;8.066    ;7.482    ;     ~   ;     ~  ;F8               ; 156;   0
862 ;HD 28246   ;HD 28246                           ;PM*;04 25 19.1196593400 -44 09 39.222400680;     ~   ;6.811    ;6.383    ;     ~   ;     ~  ;F5.5V            ;  48;   0
863 ;HD 28264   ;HD 28264                           ;PM*;04 26 53.2226310600 -18 39 22.156624584;     ~   ;7.53     ;7.00     ;     ~   ;     ~  ;F7V              ;  27;   0
864 ;HD 28291   ;V* V918 Tau                        ;BY*;04 28 37.2160468224 +19 44 26.481269436;     ~   ;9.316    ;8.580    ;8.182    ;7.816   ;G5               ; 144;   0
865 ;HD 28344   ;HD 28344                           ;BY*;04 28 48.2984108040 +17 17 07.685984400;8.57     ;8.456    ;7.837    ;7.498    ;7.180   ;G2V              ; 282;   0
866 ;HD 28395   ;HD 28395                           ;PM*;04 28 50.2425790920 +02 22 17.881564476;     ~   ;8.43     ;8.02     ;     ~   ;     ~  ;F3V              ;  30;   0
867 ;HD 28401   ;HD 28401                           ;SB*;04 33 15.4433750400 +64 59 17.680134552;     ~   ;7.96     ;7.50     ;     ~   ;     ~  ;F5               ;  23;   0
868 ;HD 28428   ;HD 28428                           ;*  ;04 27 40.6481258304 -32 24 31.124030652;     ~   ;7.53     ;7.07     ;     ~   ;     ~  ;F3IV             ;  29;   0
869 ;HD 28453   ;HD 28453                           ;*  ;04 27 32.5751896680 -40 28 20.547232572;     ~   ;7.72     ;7.14     ;     ~   ;     ~  ;F8/G0V           ;  33;   0
870 ;HD 28462   ;HD 28462                           ;PM*;04 29 57.7279752624 +16 40 22.226116800;     ~   ;10.051   ;9.069    ;9.12     ;     ~  ;K1V              ; 152;   0
871 ;HD 28474   ;HD 28474                           ;PM*;04 30 59.0478283872 +35 35 59.390439720;     ~   ;     ~   ;     ~   ;8.2      ;     ~  ;F5               ;  30;   0
872 ;HD 28483   ;HD 28483                           ;PM*;04 30 17.9809105560 +19 50 25.908318132;     ~   ;7.583    ;7.087    ;     ~   ;     ~  ;F6V              ; 162;   0
873 ;HD 28576   ;HD 28576                           ;*  ;04 11 55.3147565616 -83 36 06.669955656;     ~   ;9.07     ;8.47     ;     ~   ;     ~  ;G0V              ;  31;   0
874 ;HD 28579   ;HD 28579                           ;PM*;04 33 16.0015295640 +55 27 43.655395248;     ~   ;8.23     ;7.73     ;     ~   ;     ~  ;F8               ;  27;   0
875 ;HD 28580   ;HD 28580                           ;PM*;04 31 16.4742404880 +25 01 49.648469088;     ~   ;9.35     ;8.5      ;     ~   ;     ~  ;G8V              ;  29;   0
876 ;HD 28608   ;HD 28608                           ;PM*;04 30 57.1716459048 +10 45 06.360444756;     ~   ;7.491    ;7.015    ;6.741    ;6.479   ;F7V              ; 131;   0
877 ;HD 28610   ;HD 28610                           ;*  ;04 30 15.3522256872 -11 33 38.391685524;     ~   ;8.45     ;8.04     ;     ~   ;     ~  ;F2/3V            ;  22;   0
878 ;HD 28620   ;HD 28620                           ;*  ;04 32 17.2522455696 +37 02 35.687135292;7.230    ;7.270    ;6.810    ;     ~   ;     ~  ;F5               ;  51;   0
879 ;HD 28635   ;HD 28635                           ;SB*;04 31 29.3493834048 +13 54 12.334345092;     ~   ;8.300    ;7.746    ;7.445    ;7.147   ;F9V              ; 149;   0
880 ;HD 28676   ;HD 28676                           ;*  ;04 32 07.9069406520 +21 37 56.484184296;     ~   ;7.71     ;7.08     ;     ~   ;     ~  ;F5               ;  63;   0
881 ;HD 28698   ;HD 28698                           ;PM*;04 31 13.3600902792 -04 51 36.120626388;     ~   ;8.28     ;7.80     ;12.3     ;     ~  ;K0III            ;  24;   0
882 ;HD 28701   ;HD 28701                           ;PM*;04 25 45.8486750616 -69 59 37.265127612;     ~   ;8.48     ;7.87     ;     ~   ;     ~  ;G2V              ;  84;   0
883 ;HD 28772   ;HD 28772                           ;PM*;04 34 16.5897525624 +45 54 48.539645928;     ~   ;7.90     ;7.43     ;     ~   ;     ~  ;F5               ;  25;   0
884 ;HD 28789   ;HD 28789                           ;PM*;04 30 33.6453550344 -40 13 07.291528428;     ~   ;10.42    ;9.62     ;     ~   ;     ~  ;K0V              ;  24;   0
885 ;HD 28807   ;HD 28807                           ;PM*;04 31 56.9877493632 -12 37 57.499600080;     ~   ;7.62     ;7.16     ;     ~   ;     ~  ;F6V              ;  43;   0
886 ;HD 28821   ;HD 28821                           ;*  ;04 32 21.4722509232 -05 02 20.418099324;     ~   ;8.29     ;7.61     ;     ~   ;     ~  ;G3V              ;  80;   0
887 ;HD 28826   ;HD 28826                           ;PM*;04 29 50.0921025192 -52 59 06.892540260;     ~   ;8.55     ;8.09     ;     ~   ;     ~  ;F3/5V            ;  27;   0
888 ;HD 28877   ;HD 28877                           ;PM*;04 36 00.5485703496 +55 30 43.505496108;     ~   ;7.41     ;6.91     ;     ~   ;     ~  ;F8               ;  27;   0
889 ;HD 28880   ;HD 28880                           ;PM*;04 33 09.8758600584 +04 58 12.487044828;     ~   ;9.21     ;8.73     ;     ~   ;     ~  ;F6V              ;  29;   0
890 ;HD 28981   ;HD 28981                           ;PM*;04 33 08.0502390696 -19 21 30.448906344;     ~   ;8.54     ;8.09     ;     ~   ;     ~  ;F5V              ;  25;   0
891 ;HD 28992   ;HD 28992                           ;BY*;04 34 35.3100676992 +15 30 16.642906992;     ~   ;8.530    ;7.898    ;7.556    ;7.226   ;~                ; 209;   0
892 ;HD 29021   ;HD 29021                           ;PM*;04 37 52.2221165040 +60 40 34.311454320;     ~   ;8.45     ;7.76     ;     ~   ;     ~  ;G5               ;  39;   0
893 ;HD 29146   ;HD 29146                           ;*  ;04 46 23.2685767224 +79 09 04.883283720;     ~   ;8.88     ;8.44     ;     ~   ;     ~  ;F4V              ;  24;   0
894 ;HD 29150   ;HD 29150                           ;*  ;04 36 13.9561205640 +21 32 11.557703868;     ~   ;8.27     ;7.56     ;     ~   ;     ~  ;G5               ;  68;   0
895 ;HD 29161   ;HD 29161                           ;PM*;04 35 21.5622036504 -04 44 10.007890188;     ~   ;8.51     ;7.88     ;     ~   ;     ~  ;G3V              ;  35;   0
896 ;HD 29178   ;HD 29178                           ;PM*;04 32 30.7611443232 -56 13 33.900511728;     ~   ;9.07     ;8.52     ;     ~   ;     ~  ;F8V              ;  25;   0
897 ;HD 29214   ;HD 29214                           ;PM*;04 37 14.4036083496 +30 23 59.493472548;     ~   ;8.27     ;7.78     ;     ~   ;     ~  ;F8               ;  20;   0
898 ;HD 29231   ;HD 29231                           ;PM*;04 34 38.4967538688 -35 39 28.987459884;     ~   ;8.38     ;7.60     ;     ~   ;     ~  ;G9V              ;  62;   0
899 ;HD 29239   ;HD 29239                           ;PM*;04 35 17.7582652032 -24 31 58.661728680;     ~   ;7.16     ;6.68     ;     ~   ;     ~  ;F7V              ;  26;   0
900 ;HD 29255   ;HD 29255                           ;*  ;04 29 58.6468647648 -72 16 31.765987200;     ~   ;8.84     ;8.36     ;     ~   ;     ~  ;F6V              ;  30;   0
901 ;HD 29284   ;HD 29284                           ;*  ;04 38 20.0621656056 +37 21 44.657884260;     ~   ;9.02     ;8.42     ;     ~   ;     ~  ;F8               ;  21;   0
902 ;HD 29302   ;HD 29302                           ;*  ;04 36 19.2351944592 -17 26 39.005550456;     ~   ;8.38     ;7.94     ;     ~   ;     ~  ;F3/5IV           ;  24;   0
903 ;HD 29307   ;HD 29307                           ;PM*;04 39 43.2814083768 +51 12 29.458144764;     ~   ;9.32     ;8.86     ;     ~   ;     ~  ;F8               ;  21;   0
904 ;HD 29382   ;HD 29382                           ;PM*;04 34 02.5366822800 -59 48 35.542924884;     ~   ;9.89     ;9.12     ;     ~   ;     ~  ;G8V              ;  23;   0
905 ;HD 29420   ;HD 29420                           ;*  ;04 38 39.2944978416 +17 24 29.128884228;     ~   ;8.27     ;7.90     ;     ~   ;     ~  ;F0               ;  27;   0
906 ;HD 29427   ;HD 29427                           ;PM*;04 36 25.6553748600 -37 49 33.776629716;     ~   ;7.59     ;7.18     ;     ~   ;     ~  ;F5IV             ;  24;   0
907 ;HD 29445   ;HD 29445                           ;*  ;04 37 01.8848197752 -28 57 10.227824748;     ~   ;9.16     ;8.65     ;     ~   ;     ~  ;F6V              ;  26;   0
908 ;HD 29461   ;HD 29461                           ;PM*;04 38 57.3211221216 +14 06 20.044120428;     ~   ;8.593    ;7.945    ;7.585    ;7.253   ;G5               ; 136;   0
909 ;HD 29486   ;HD 29486                           ;PM*;04 41 04.9645394424 +50 03 58.764173976;     ~   ;8.59     ;8.07     ;     ~   ;     ~  ;F5               ;  27;   0
910 ;HD 29497   ;HD 29497                           ;PM*;04 39 08.6412738936 +13 00 10.738338120;     ~   ;7.59     ;7.21     ;     ~   ;     ~  ;F5               ;  27;   0
911 ;HD 29502   ;HD 29502                           ;*  ;04 38 11.5705721496 -13 15 29.887677036;     ~   ;7.778    ;7.321    ;     ~   ;     ~  ;F3/5V            ;  29;   0
912 ;HD 29521   ;HD 29521                           ;*  ;04 38 34.1605250184 -09 20 35.487479436;     ~   ;8.16     ;7.64     ;     ~   ;     ~  ;F8V              ;  27;   0
913 ;HD 29532   ;HD 29532                           ;PM*;04 35 41.2735611000 -57 25 33.693309408;     ~   ;8.52     ;8.02     ;     ~   ;     ~  ;F7V              ;  24;   0
914 ;HD 29537   ;HD 29537                           ;PM*;04 40 22.6913422200 +29 58 19.926728184;     ~   ;7.15     ;6.78     ;     ~   ;     ~  ;F0               ;  30;   0
915 ;HD 29581   ;HD 29581                           ;PM*;04 40 46.8019107192 +30 17 29.482574424;     ~   ;8.53     ;8.06     ;     ~   ;     ~  ;F5               ;  28;   0
916 ;HD 29621   ;HD 29621                           ;PM*;04 40 49.0670661552 +23 48 34.644786624;     ~   ;9.540    ;8.851    ;     ~   ;     ~  ;G5V:             ;  67;   0
917 ;HD 29745   ;HD 29745                           ;*  ;04 42 04.1002360464 +24 00 38.740575564;     ~   ;7.67     ;7.19     ;     ~   ;     ~  ;F8p              ;  24;   0
918 ;HD 29786   ;HD 29786                           ;*  ;04 42 09.7457559264 +15 58 11.548870968;     ~   ;8.43     ;8.09     ;     ~   ;     ~  ;F2               ;  24;   0
919 ;HD 29818   ;HD 29818                           ;PM*;04 44 11.1411025176 +46 57 55.344321468;9.690    ;9.470    ;8.770    ;     ~   ;     ~  ;G5               ;  36;   0
920 ;HD 29843   ;HD 29843                           ;*  ;04 40 58.5861028056 -29 22 59.898186552;     ~   ;9.68     ;9.12     ;     ~   ;     ~  ;G2V              ;  24;   0
921 ;HD 29881   ;HD 29881                           ;*  ;04 10 50.4659826552 -86 11 40.031256840;     ~   ;9.23     ;8.70     ;     ~   ;     ~  ;F5IV             ;  22;   0
922 ;HD 30047   ;HD 30047                           ;*  ;04 44 44.7436619400 +14 37 36.490959732;     ~   ;8.54     ;8.07     ;     ~   ;     ~  ;G0               ;  24;   0
923 ;HD 30053   ;HD 30053                           ;PM*;04 41 19.7147952552 -52 37 32.861002152;     ~   ;8.68     ;8.14     ;     ~   ;     ~  ;F7/8V            ;  48;   0
924 ;HD 30149   ;HD 30149                           ;*  ;04 44 02.0183209320 -25 55 08.044097736;     ~   ;8.70     ;8.28     ;     ~   ;     ~  ;F2V              ;  25;   0
925 ;HD 30157   ;HD 30157                           ;*  ;04 44 33.8395069728 -16 03 54.140633244;     ~   ;8.05     ;7.54     ;     ~   ;     ~  ;F7V              ;  33;   0
926 ;HD 30278   ;HD 30278                           ;PM*;04 43 13.6851794280 -54 35 36.336353424;     ~   ;8.36     ;7.60     ;     ~   ;     ~  ;G9V              ;  71;   0
927 ;HD 30286   ;HD 30286                           ;PM*;04 46 16.4981301744 +03 16 07.600183788;     ~   ;8.50     ;7.83     ;     ~   ;     ~  ;G5VFe-0.4        ;  37;   0
928 ;HD 30306   ;HD 30306                           ;PM*;04 39 57.9941894088 -71 30 20.207239452;     ~   ;8.51     ;7.75     ;     ~   ;     ~  ;G9V              ;  80;   0
929 ;HD 30316   ;HD 30316                           ;*  ;04 45 07.6834764720 -33 01 52.502810196;     ~   ;8.55     ;8.10     ;     ~   ;     ~  ;F5V              ;  26;   0
930 ;HD 30355   ;HD 30355                           ;PM*;04 47 37.5763702488 +18 15 31.483154520;     ~   ;9.258    ;8.522    ;     ~   ;     ~  ;G5V              ;  82;   0
931 ;HD 30369   ;HD 30369                           ;PM*;04 46 04.7316596496 -25 09 32.997907224;     ~   ;7.94     ;7.51     ;     ~   ;     ~  ;F3/5V            ;  24;   0
932 ;HD 30376   ;HD 30376                           ;PM*;04 51 57.0521471352 +66 29 45.550856724;     ~   ;8.83     ;8.06     ;     ~   ;     ~  ;G5               ;  28;   0
933 ;HD 30388   ;HD 30388                           ;PM*;04 54 05.8006160232 +73 02 53.644586100;     ~   ;     ~   ;     ~   ;7.9      ;     ~  ;F5               ;  24;   0
934 ;HD 30395   ;HD 30395                           ;PM*;04 46 05.8826666784 -29 03 43.424622612;     ~   ;9.50     ;8.83     ;     ~   ;     ~  ;G3V              ;  32;   0
935 ;HD 30418   ;HD 30418                           ;*  ;04 48 35.6788162632 +24 44 35.216096460;8.580    ;8.610    ;8.260    ;     ~   ;     ~  ;F2               ;  31;   0
936 ;HD 30467   ;HD 30467                           ;PM*;04 49 05.4937896600 +27 00 41.488434288;     ~   ;8.68     ;8.08     ;     ~   ;     ~  ;F8IV             ;  27;   0
937 ;HD 30483   ;HD 30483                           ;PM*;04 48 41.2747639488 +16 38 03.385333356;     ~   ;7.98     ;7.56     ;     ~   ;     ~  ;F5               ;  26;   0
938 ;HD 30505   ;HD 30505                           ;** ;04 49 03.5216214624 +18 38 28.489787988;     ~   ;9.789    ;8.947    ;8.492    ;8.089   ;K1V              ; 108;   0
939 ;HD 30517   ;HD 30517                           ;PM*;04 45 53.8025385912 -48 02 08.201571972;     ~   ;10.10    ;9.25     ;     ~   ;     ~  ;K0V              ;  34;   0
940 ;HD 30589   ;HD 30589                           ;PM*;04 49 32.1249486336 +15 53 19.474899432;     ~   ;8.324    ;7.739    ;7.412    ;7.111   ;F8               ; 135;   0
941 ;HD 30617   ;HD 30617                           ;PM*;04 50 53.1516960672 +37 45 37.803222972;     ~   ;7.73     ;7.30     ;     ~   ;     ~  ;F2               ;  24;   0
942 ;HD 30669   ;HD 30669                           ;PM*;04 48 28.4853843840 -28 25 09.461730576;     ~   ;9.93     ;9.11     ;     ~   ;     ~  ;G8/K0V           ;  69;   0
