 #  |typed ident|            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |   spec. type    |#bib|#not
1   |HD 23      |HD 23                              |PM*|00 05 07.4950976136 -52 09 06.260110200|     ~   |8.11     |7.52     |     ~   |     ~   |G0V              |  48|   0
4686|HD 149058  |HD 149058                          |*  |16 30 43.8134727312 +37 31 35.007903156|     ~   |8.94     |8.44     |     ~   |     ~   |G0               |  23|   0
4687|HD 149079  |HD 149079                          |PM*|16 36 51.4069450800 -65 35 12.214015512|     ~   |8.22     |7.68     |     ~   |     ~   |F8V              |  31|   0
4688|HD 149105  |HD 149105                          |PM*|16 30 14.9572824360 +47 57 08.566465068|7.630    |7.550    |     ~   |6.6      |     ~   |G0V              |  57|   0
4689|BD -14 4454|BD-14 4454                         |PM*|16 36 14.0796988872 -15 10 11.984612784|     ~   |11.30    |10.35    |     ~   |     ~   |K3.5V            |  50|   0
4690|HD 149189  |HD 149189                          |PM*|16 35 25.3340507328 -48 41 53.955327624|     ~   |9.989    |9.448    |     ~   |     ~   |G3V              |  51|   0
4691|HD 149194  |HD 149194                          |PM*|16 37 04.0619582616 -62 14 25.115276508|     ~   |9.24     |8.66     |     ~   |     ~   |F8V              |  32|   0
4692|HD 149200  |HD 149200                          |PM*|16 33 23.3800486656 -04 15 43.128382032|     ~   |7.75     |7.24     |     ~   |     ~   |F6V              |  69|   0
4693|HD 149222  |HD 149222                          |PM*|16 29 01.1143579296 +64 47 12.216822216|     ~   |8.25     |     ~   |7.3      |     ~   |G0               |  37|   0
4694|HD 149238  |HD 149238                          |*  |16 37 47.5713531744 -65 02 47.406238260|     ~   |8.58     |8.04     |     ~   |     ~   |F8V              |  33|   0
4695|HD 149285  |HD 149285                          |*  |16 33 19.3743474600 +15 08 18.341395584|     ~   |9.30     |8.81     |     ~   |     ~   |G5               |  23|   0
4696|HD 149304  |HD 149304                          |*  |16 31 56.0781274752 +44 15 51.118261992|     ~   |8.22     |7.78     |     ~   |     ~   |F5               |  24|   0
4697|HD 149346  |HD 149346                          |PM*|16 33 30.1269550608 +17 49 43.162014864|     ~   |8.67     |8.22     |     ~   |     ~   |F5               |  24|   0
4698|HD 149380  |HD 149380                          |PM*|16 33 21.1904214936 +25 41 22.906540356|8.840    |8.890    |     ~   |8.0      |     ~   |F8               |  41|   0
4699|HD 149396  |HD 149396                          |PM*|16 35 55.6427359152 -37 21 47.023625988|     ~   |9.22     |8.51     |     ~   |     ~   |G5IV/V           |  63|   0
4700|HD 149435  |HD 149435                          |PM*|16 35 29.6747414832 -18 40 20.492782212|9.880    |9.530    |8.770    |     ~   |     ~   |G9IV-V           |  40|   0
4701|HD 149463  |HD 149463                          |PM*|16 35 20.1436196280 -09 40 20.381003436|     ~   |8.53     |8.07     |     ~   |     ~   |F8V              |  30|   0
4702|HD 149498  |HD 149498                          |PM*|16 38 23.5218933624 -56 15 30.977614440|     ~   |10.36    |9.48     |     ~   |     ~   |K0V              |  29|   0
4703|HD 149504  |HD 149504                          |PM*|16 33 41.8207298928 +38 05 27.834007416|     ~   |7.01     |6.59     |     ~   |     ~   |F5               |  35|   0
4704|HD 149576  |HD 149576                          |PM*|16 33 32.1858903264 +46 33 12.448635984|     ~   |8.89     |8.49     |     ~   |     ~   |F5               |  35|   0
4705|HD 149616  |HD 149616                          |PM*|16 35 57.4943377848 -00 24 41.454925560|     ~   |8.75     |8.23     |     ~   |     ~   |F8/G0V           |  46|   0
4706|HD 149652  |HD 149652                          |PM*|16 36 03.0281738808 +01 22 53.000800464|     ~   |7.77     |     ~   |7.0      |     ~   |F5/6V            |  49|   0
4707|HD 149663  |HD 149663                          |PM*|16 36 45.1784749056 -13 43 15.411248580|     ~   |8.19     |7.71     |     ~   |     ~   |F5V              |  26|   0
4708|HD 149665  |HD 149665                          |PM*|16 37 33.9934631856 -32 53 17.734930152|     ~   |9.13     |8.58     |     ~   |     ~   |F8/G0V           |  27|   0
4709|HD 149724  |HD 149724                          |*  |16 36 48.5564352552 -06 17 39.490262196|     ~   |8.59     |7.82     |     ~   |     ~   |G5V              |  69|   0
4710|HD 149747  |HD 149747                          |*  |17 19 59.4784102656 -87 14 34.620749520|     ~   |9.80     |9.17     |     ~   |     ~   |F8V              |  30|   0
4711|HD 149750  |HD 149750                          |PM*|16 35 14.6425767672 +37 01 19.663173588|     ~   |9.21     |8.56     |     ~   |     ~   |G0V              |  61|   0
4712|HD 149782  |HD 149782                          |PM*|16 39 12.4661378760 -47 18 36.757748700|     ~   |9.85     |9.12     |     ~   |     ~   |G5/6V            |  43|   0
4713|HD 149807  |HD 149807                          |*  |16 37 29.9163212184 -11 52 11.481492756|     ~   |8.92     |8.37     |     ~   |     ~   |F2IV/V           |  29|   0
4714|HD 149879  |HD 149879                          |*  |16 40 55.2766409400 -58 52 07.579273620|     ~   |7.69     |7.34     |     ~   |     ~   |F2IV             |  28|   0
4715|HD 149894  |HD 149894                          |PM*|16 38 46.7588575752 -29 53 33.063957240|     ~   |8.78     |8.21     |     ~   |     ~   |G1V              |  33|   0
4716|HD 149928  |HD 149928                          |PM*|16 31 42.8416635288 +70 55 59.830585068|     ~   |8.64     |8.23     |     ~   |     ~   |F5               |  25|   0
4717|HD 149996  |HD 149996                          |PM*|16 38 17.3887626407 -02 26 31.813926450|     ~   |9.10     |8.49     |     ~   |     ~   |G1V              |  94|   0
4718|HD 150012  |HD 150012                          |PM*|16 37 48.0102377160 +13 41 13.317934056|6.750    |6.740    |6.320    |     ~   |     ~   |F5IV-V           |  89|   0
4719|HD 150017  |HD 150017                          |*  |16 39 35.2049142624 -07 30 44.327913048|     ~   |7.85     |7.47     |     ~   |     ~   |F3V              |  28|   0
4720|HD 150177  |HD 150177                          |PM*|16 39 39.1296604152 -09 33 16.512558300|     ~   |6.794    |6.332    |     ~   |     ~   |F6V              | 164|   0
4721|HD 150248  |HD 150248                          |PM*|16 41 49.7935085784 -45 22 07.512832956|     ~   |7.66     |7.03     |     ~   |     ~   |G3V+?            |  95|   0
4722|HD 150256  |HD 150256                          |*  |16 39 01.8175103712 +21 41 16.598651136|     ~   |8.55     |7.95     |     ~   |     ~   |G0               |  23|   0
4723|HD 150258  |HD 150258                          |PM*|16 40 01.7901364560 -06 04 52.526284176|     ~   |7.25     |6.72     |     ~   |     ~   |F7IV/V           |  41|   0
4724|HD 150295  |HD 150295                          |PM*|16 39 05.9332077816 +24 41 46.296192264|8.230    |8.260    |7.850    |     ~   |     ~   |F5               |  25|   0
4725|HD 150331  |HD 150331                          |PM*|16 41 45.4543295376 -33 08 44.735502012|     ~   |6.499    |5.836    |     ~   |     ~   |G0/2II           |  41|   0
4726|HD 150344  |HD 150344                          |*  |16 41 03.0467708976 -15 21 25.566120756|     ~   |8.90     |8.38     |     ~   |     ~   |F5V              |  30|   0
4727|BD +21 2978|BD+21 2978                         |PM*|16 44 36.1532147561 +20 44 13.601479651|     ~   |9.89     |     ~   |8.7      |     ~   |G8               |  32|   0
4728|HD 150419  |HD 150419                          |*  |16 42 17.6298284280 -32 47 19.783672872|     ~   |9.64     |9.17     |     ~   |     ~   |G0/2V(+F)        |  25|   0
4729|HD 150466  |HD 150466                          |*  |16 41 22.5100087968 -04 12 52.798322988|     ~   |8.45     |7.99     |     ~   |     ~   |F3/5V            |  32|   0
4730|HD 150571  |HD 150571                          |PM*|16 43 41.2541878440 -39 29 06.800243460|     ~   |9.35     |8.62     |     ~   |     ~   |G6V              |  28|   0
4731|HD 150589  |HD 150589                          |*  |16 43 05.3848676496 -26 27 30.882057156|     ~   |8.81     |8.43     |     ~   |     ~   |F2V              |  42|   0
4732|HD 150697  |HD 150697                          |*  |16 43 18.6943739208 -14 02 05.579614968|     ~   |8.56     |8.07     |     ~   |     ~   |F3V              |  32|   0
4733|HD 150698  |HD 150698                          |PM*|16 43 51.4343921640 -26 48 32.196563712|     ~   |7.38     |6.71     |     ~   |     ~   |G2/3V            |  61|   0
4734|HD 150706  |HD 150706                          |PM*|16 31 17.5830478008 +79 47 23.197555824|     ~   |7.622    |7.016    |     ~   |     ~   |G0               | 223|   1
4735|HD 150711  |HD 150711                          |*  |16 42 22.3879219968 +13 02 28.230825804|9.230    |9.140    |8.560    |     ~   |     ~   |G5               |  31|   0
4736|HD 150734  |HD 150734                          |PM*|16 43 50.1487291584 -23 07 52.762915020|     ~   |8.79     |8.24     |     ~   |     ~   |F5V              |  30|   0
4737|HD 150749  |HD 150749                          |PM*|16 41 39.4387519416 +34 35 21.716989476|     ~   |8.00     |7.63     |     ~   |     ~   |F5               |  27|   0
4738|HD 150761  |HD 150761                          |PM*|16 51 10.5606589056 -75 38 03.370182324|     ~   |9.34     |8.79     |     ~   |     ~   |G0V              |  31|   0
4739|HD 150813  |HD 150813                          |PM*|16 42 02.1124931568 +33 06 07.611625116|     ~   |8.29     |7.89     |     ~   |     ~   |F5               |  24|   0
4740|HD 150826  |HD 150826                          |*  |16 40 07.5978427344 +58 07 12.694547928|     ~   |8.71     |8.24     |     ~   |     ~   |F6IV             |  27|   0
4741|HD 150843  |HD 150843                          |*  |16 41 19.2944217912 +47 27 54.022857120|     ~   |9.18     |8.65     |     ~   |     ~   |F8               |  26|   0
4742|HD 150875  |HD 150875                          |*  |16 43 56.6965452576 -02 37 51.110044572|     ~   |8.86     |8.33     |     ~   |     ~   |F3V              |  42|   0
4743|HD 150907  |HD 150907                          |*  |16 44 28.0368489888 -12 16 31.425201156|     ~   |9.43     |8.86     |     ~   |     ~   |G0V              |  14|   0
4744|HD 150926  |HD 150926                          |PM*|16 45 35.5912031736 -33 51 01.640037528|     ~   |7.65     |7.12     |     ~   |     ~   |F7V              |  25|   0
4745|HD 150944  |HD 150944                          |PM*|16 40 49.6187179632 +59 02 09.674530152|     ~   |8.84     |8.35     |     ~   |     ~   |G0               |  25|   0
4746|HD 150962  |HD 150962                          |*  |16 35 18.1987819176 +77 07 12.986093748|     ~   |8.65     |8.23     |     ~   |     ~   |F5               |  23|   0
4747|HD 150987  |HD 150987                          |PM*|16 46 04.8694703832 -35 36 49.208137776|     ~   |9.86     |9.12     |     ~   |     ~   |G8V              |  24|   0
4748|HD 151021  |HD 151021                          |PM*|16 52 26.7783867024 -74 49 46.453399752|     ~   |8.07     |7.62     |     ~   |     ~   |F6V              |  24|   0
4749|HD 151043  |HD 151043                          |*  |16 35 21.3625649688 +77 45 18.671465772|     ~   |7.51     |6.88     |     ~   |     ~   |F8               |  30|   0
4750|HD 151044  |HD 151044                          |PM*|16 42 27.8123142480 +49 56 11.181141888|     ~   |     ~   |     ~   |6.2      |     ~   |F8V              | 138|   0
4751|HD 151084  |HD 151084                          |*  |16 38 10.4702956464 +73 19 35.736963708|     ~   |8.64     |8.10     |     ~   |     ~   |G5               |  27|   0
4752|HD 151192  |HD 151192                          |PM*|16 46 34.3036420224 -17 35 42.881509536|     ~   |8.91     |8.23     |     ~   |     ~   |G5V              |  45|   0
4753|HD 151258  |HD 151258                          |PM*|16 46 24.5616778920 -01 21 38.140732800|     ~   |8.61     |8.11     |     ~   |     ~   |F5V              |  40|   0
4754|HD 151288  |HD 151288                          |PM*|16 45 06.3505410601 +33 30 33.213816014|     ~   |9.48     |8.11     |8.388    |     ~   |K7.5Ve           | 187|   0
4755|HD 151340  |HD 151340                          |PM*|16 35 55.9994505096 +79 12 17.082254268|     ~   |8.23     |7.80     |7.3      |     ~   |F2               |  27|   0
4756|HD 151379  |HD 151379                          |PM*|16 48 37.7414269968 -37 15 07.062577776|     ~   |7.85     |7.40     |     ~   |     ~   |F5V              |  28|   0
4757|HD 151450  |HD 151450                          |PM*|16 48 01.8405055056 -15 57 50.218954884|     ~   |7.97     |7.41     |     ~   |     ~   |G2V              |  45|   0
4758|HD 151522  |HD 151522                          |*  |16 44 20.6117719416 +59 57 48.999558996|     ~   |9.08     |8.39     |     ~   |     ~   |G5               |  24|   0
4759|HD 151541  |HD 151541                          |PM*|16 42 38.5765856163 +68 06 07.791412449|     ~   |8.32     |     ~   |7.1      |     ~   |K1               | 140|   0
4760|HD 151587  |HD 151587                          |*  |16 55 10.6516536168 -73 06 54.622843416|     ~   |8.89     |8.33     |     ~   |     ~   |G0IV             |  22|   0
4761|HD 151625  |HD 151625                          |PM*|16 47 24.8794260552 +28 23 55.224265884|     ~   |8.61     |7.98     |     ~   |     ~   |G0IV             |  20|   0
4762|HD 151632  |HD 151632                          |PM*|16 48 59.8024303656 -08 55 47.989987968|     ~   |8.44     |7.96     |     ~   |     ~   |F5/6V            |  32|   0
4763|HD 151651  |HD 151651                          |*  |16 46 23.8164562200 +47 32 35.901895812|8.380    |8.450    |8.010    |     ~   |     ~   |F5               |  28|   0
4764|HD 151664  |HD 151664                          |PM*|16 55 33.2594407872 -72 49 58.042436592|     ~   |8.87     |8.35     |     ~   |     ~   |F8V              |  26|   0
4765|HD 151689  |HD 151689                          |PM*|16 46 30.6353643912 +47 26 56.905394676|     ~   |8.97     |8.40     |     ~   |     ~   |F8               |  23|   0
4766|HD 151699  |HD 151699                          |*  |16 48 04.5099196656 +25 32 50.774781300|     ~   |8.54     |8.15     |     ~   |     ~   |F8               |  31|   0
4767|HD 151766  |HD 151766                          |*  |16 48 42.7254196704 +18 19 08.133903300|     ~   |8.13     |7.60     |     ~   |     ~   |F8               |  25|   0
4768|HD 151772  |HD 151772                          |PM*|16 51 52.8012328440 -49 06 54.173001096|     ~   |7.65     |7.23     |     ~   |     ~   |F3/5V            |  50|   0
4769|HD 151783  |HD 151783                          |PM*|16 49 25.6418661048 +00 53 25.899288720|     ~   |7.74     |7.38     |     ~   |     ~   |F2V              |  25|   0
4770|HD 151798  |HD 151798                          |PM*|16 50 05.1637227816 -12 23 14.856967824|     ~   |8.55     |7.95     |     ~   |     ~   |G3V              |  46|   0
4771|HD 151827  |HD 151827                          |PM*|16 57 28.4288965200 -74 57 41.647601700|     ~   |9.64     |9.10     |     ~   |     ~   |G0V(w)           |  30|   0
4772|BD +68 901 |BD+68 901                          |PM*|16 56 24.1544913696 +68 01 30.583849620|     ~   |9.39     |     ~   |8.2      |     ~   |G0               |  43|   0
4773|HD 151892  |HD 151892                          |*  |16 52 13.8856043424 -43 32 34.014071076|     ~   |8.69     |8.22     |     ~   |     ~   |F5V              |  19|   0
4774|HD 151900  |HD 151900                          |*  |16 50 22.2515296296 -02 39 15.687213876|     ~   |6.708    |6.310    |     ~   |     ~   |F3V              |  53|   0
4775|HD 151928  |HD 151928                          |*  |16 51 33.3675740928 -29 24 34.169741460|     ~   |8.88     |8.29     |     ~   |     ~   |G2V              |  32|   0
4776|HD 151939  |HD 151939                          |PM*|16 49 57.1632855360 +15 22 37.157025972|7.500    |7.460    |6.990    |     ~   |     ~   |F6V              |  29|   0
4777|HD 152012  |HD 152012                          |*  |16 47 41.5149055008 +56 53 32.970807744|     ~   |9.06     |8.40     |     ~   |     ~   |G0               |  25|   0
4778|HD 152041  |HD 152041                          |Ro*|16 52 41.7114937632 -38 45 37.251673020|     ~   |9.31     |8.881    |     ~   |8.346    |F3V              |  43|   0
4779|HD 152079  |HD 152079                          |PM*|16 53 29.7361827648 -46 19 58.638707832|     ~   |9.91     |9.16     |     ~   |     ~   |G6V              |  67|   1
4780|HD 152128  |HD 152128                          |PM*|16 52 04.6254943752 -14 48 10.822363560|     ~   |8.19     |7.73     |     ~   |     ~   |F5V              |  27|   0
4781|HD 152146  |HD 152146                          |PM*|16 52 20.6120016600 -19 21 25.242073704|     ~   |8.65     |8.22     |     ~   |     ~   |F3/5V            |  27|   0
4782|HD 152237  |HD 152237                          |PM*|16 55 42.5903524848 -59 25 02.688962160|     ~   |7.82     |7.41     |     ~   |     ~   |F3V              |  30|   0
4783|HD 152260  |HD 152260                          |PM*|17 00 54.6449973672 -76 13 07.398619104|     ~   |7.449    |6.934    |     ~   |     ~   |G0IV/V           |  43|   0
4784|HD 152264  |HD 152264                          |PM*|16 51 12.8984319408 +29 34 15.867295320|     ~   |8.28     |7.74     |     ~   |     ~   |G0V              |  31|   0
4785|HD 152305  |HD 152305                          |PM*|16 51 15.2301466464 +34 17 21.734974140|     ~   |8.66     |8.03     |     ~   |     ~   |G0               |  27|   0
4786|HD 152322  |HD 152322                          |*  |16 57 06.0613785312 -64 11 19.911120756|     ~   |8.60     |8.00     |     ~   |     ~   |G3V              |  40|   0
4787|HD 152391  |HD 152391                          |PM*|16 52 58.8025159848 -00 01 35.118396116|     ~   |7.40     |6.64     |     ~   |     ~   |G8.5Vk:          | 381|   0
4788|HD 152392  |HD 152392                          |PM*|16 53 26.3414954112 -07 27 22.095664632|     ~   |8.48     |7.97     |     ~   |     ~   |F5/6V            |  26|   0
4789|HD 152425  |HD 152425                          |*  |16 51 13.9721475336 +44 09 39.471490476|     ~   |8.57     |8.07     |     ~   |     ~   |F8               |  26|   0
4790|HD 152429  |HD 152429                          |PM*|16 54 20.6572898064 -25 49 45.770641968|     ~   |7.73     |7.19     |     ~   |     ~   |G0IV             |  43|   0
4791|HD 152432  |HD 152432                          |SB*|16 54 36.4771503816 -31 20 04.438930308|     ~   |8.96     |8.30     |     ~   |     ~   |G3V              |  26|   0
4792|HD 152433  |HD 152433                          |PM*|16 54 40.4634615192 -32 11 24.564221232|     ~   |8.23     |7.69     |     ~   |     ~   |F8V              |  49|   0
4793|HD 152446  |HD 152446                          |*  |16 52 41.1418156344 +18 03 43.676276688|     ~   |7.317    |6.806    |     ~   |     ~   |F8IV             |  55|   0
4794|HD 152449  |HD 152449                          |PM*|16 53 29.1092528304 -01 07 49.738059696|     ~   |8.37     |7.84     |     ~   |     ~   |F6V              |  47|   0
4795|HD 152652  |HD 152652                          |*  |16 59 36.0154661064 -67 11 58.449698160|     ~   |8.73     |8.19     |     ~   |     ~   |F5IV             |  22|   0
4796|HD 152671  |HD 152671                          |PM*|16 58 41.5176282816 -61 44 29.921894808|     ~   |7.66     |7.25     |     ~   |     ~   |F2/3V            |  30|   0
4797|HD 152878  |HD 152878                          |SB*|16 55 22.6002439656 +21 29 32.665013016|     ~   |8.10     |7.53     |     ~   |     ~   |F8               |  28|   0
4798|HD 152927  |HD 152927                          |PM*|16 55 02.0486005368 +34 05 52.040790816|     ~   |     ~   |     ~   |8.0      |     ~   |G5               |  23|   0
4799|HD 152986  |HD 152986                          |PM*|16 56 53.6683052928 -02 02 54.967988292|     ~   |8.77     |8.25     |     ~   |     ~   |F6V              |  45|   0
4800|HD 153075  |HD 153075                          |PM*|17 00 31.6444229092 -57 17 49.574473934|     ~   |9.415    |8.910    |     ~   |     ~   |G2VFe-0.8CH-0.5  | 103|   0
4801|HD 153134  |HD 153134                          |PM*|16 58 02.3455729752 -12 05 03.641505792|     ~   |8.35     |7.85     |     ~   |     ~   |F5V              |  28|   0
4802|HD 153205  |HD 153205                          |*  |16 54 03.1434889248 +61 38 47.669992584|     ~   |8.85     |8.18     |     ~   |     ~   |G0               |  30|   0
4803|HD 153240  |HD 153240                          |*  |16 58 18.9488615856 -04 20 36.600410328|     ~   |8.84     |8.34     |     ~   |     ~   |F6V              |  52|   0
4804|HD 153276  |HD 153276                          |PM*|16 58 58.0010234208 -15 48 43.195948020|     ~   |8.82     |8.22     |     ~   |     ~   |G3V              |  52|   0
4805|HD 153344  |HD 153344                          |PM*|16 54 45.9766105323 +62 05 59.766331769|     ~   |7.75     |     ~   |6.6      |     ~   |G5IV             |  68|   0
4806|HD 153361  |HD 153361                          |PM*|16 59 44.3120435808 -18 14 54.022165044|     ~   |7.17     |6.63     |     ~   |     ~   |G0V              |  33|   0
4807|HD 153376  |HD 153376                          |PM*|16 58 37.9298343096 +15 27 15.612417828|7.700    |7.530    |6.900    |     ~   |     ~   |F8V              |  44|   0
4808|HD 153386  |HD 153386                          |PM*|17 02 28.2067615224 -56 40 46.963949448|     ~   |8.02     |7.46     |     ~   |     ~   |G0/1V            |  34|   0
4809|HD 153421  |HD 153421                          |PM*|17 00 40.4897048448 -27 47 32.190620748|     ~   |8.76     |8.21     |     ~   |     ~   |G1/2V            |  34|   0
4810|HD 153423  |HD 153423                          |PM*|17 00 45.8934688272 -30 30 59.751121392|     ~   |9.39     |8.79     |     ~   |     ~   |G3V              |  28|   0
4811|HD 153451  |HD 153451                          |*  |16 58 15.2857121760 +34 43 04.771762248|     ~   |8.71     |8.27     |     ~   |     ~   |G0               |  22|   0
4812|HD 153455  |HD 153455                          |*  |16 58 58.3286496624 +17 32 12.106012236|     ~   |8.90     |8.48     |     ~   |     ~   |F8               |  24|   0
4813|HD 153458  |HD 153458                          |PM*|17 00 01.6586656656 -07 31 53.974137864|     ~   |8.63     |7.98     |     ~   |     ~   |G5V              |  71|   0
4814|HD 153479  |HD 153479                          |*  |16 59 57.7836867480 -04 20 57.041435724|     ~   |9.402    |8.44     |     ~   |     ~   |F6V              |  21|   0
4815|HD 153558  |HD 153558                          |*  |16 57 59.4676309416 +47 05 55.121415864|     ~   |9.79     |9.21     |     ~   |     ~   |G                |  13|   0
4816|HD 153559  |HD 153559                          |*  |16 58 58.3893590280 +31 28 11.820707328|     ~   |8.17     |7.73     |     ~   |     ~   |F5               |  25|   0
4817|HD 153627  |HD 153627                          |PM*|17 00 16.3714816920 +10 49 22.117268712|     ~   |7.96     |7.38     |     ~   |     ~   |F8               |  64|   0
4818|HD 153668  |HD 153668                          |PM*|16 58 25.1236748136 +48 00 03.402531288|     ~   |8.56     |8.04     |     ~   |     ~   |F8               |  41|   0
4819|HD 153696  |HD 153696                          |*  |17 04 39.1874190240 -59 52 54.244527348|     ~   |9.79     |9.14     |     ~   |     ~   |G5V              |  30|   0
4820|HD 153701  |HD 153701                          |PM*|17 00 28.6026537072 +15 09 33.771065796|     ~   |8.71     |8.01     |     ~   |     ~   |G5V              |  29|   0
4821|HD 153713  |HD 153713                          |PM*|17 02 59.8782430104 -43 07 11.913452508|     ~   |10.33    |9.43     |     ~   |     ~   |K1V              |  35|   0
4822|HD 153796  |HD 153796                          |*  |17 01 07.3212963672 +11 20 27.374233092|     ~   |8.06     |7.73     |     ~   |     ~   |F0               |  29|   0
4823|HD 153846  |HD 153846                          |PM*|17 00 07.6905144000 +40 21 02.744276004|     ~   |8.75     |8.33     |     ~   |     ~   |F5               |  24|   0
4824|HD 153897  |HD 153897                          |PM*|17 01 09.6274826184 +27 11 47.492366532|     ~   |6.970    |6.562    |     ~   |     ~   |F5V              |  52|   0
4825|HD 153950  |HD 153950                          |PM*|17 04 30.8706752112 -43 18 35.166055248|     ~   |7.90     |7.38     |     ~   |     ~   |F8V              |  92|   1
4826|HD 153970  |HD 153970                          |PM*|17 00 28.8389872656 +45 46 43.701119940|     ~   |     ~   |     ~   |7.2      |     ~   |F8               |  32|   0
4827|HD 154038  |HD 154038                          |*  |17 04 02.0464441992 -27 12 54.832204260|     ~   |8.25     |7.72     |     ~   |     ~   |F6IV             |  24|   0
4828|HD 154083  |HD 154083                          |Em*|17 01 53.5210807800 +32 30 59.933330424|     ~   |8.93     |8.49     |     ~   |     ~   |F8               |  24|   0
4829|HD 154148  |HD 154148                          |SB*|17 04 26.8418156664 -18 08 20.569736040|     ~   |8.65     |8.14     |     ~   |     ~   |F0V              |  26|   0
4830|HD 154159  |HD 154159                          |PM*|16 57 13.3426457424 +71 27 47.625256332|     ~   |8.81     |     ~   |7.7      |     ~   |G5               |  41|   1
4831|HD 154208  |HD 154208                          |PM*|17 11 01.3649618208 -72 51 11.277384588|     ~   |8.24     |7.79     |     ~   |     ~   |F5IV             |  22|   0
4832|HD 154221  |HD 154221                          |PM*|17 06 28.9206423888 -47 50 45.072019320|     ~   |9.28     |8.63     |     ~   |     ~   |G3V              |  49|   0
4833|HD 154276  |HD 154276                          |PM*|17 03 49.1523483192 +17 11 21.079316976|9.90     |9.80     |     ~   |8.7      |     ~   |G1               |  74|   0
4834|HD 154325  |HD 154325                          |PM*|17 02 41.9825860464 +44 38 12.832827216|     ~   |9.17     |8.51     |     ~   |     ~   |G5               |  39|   0
4835|HD 154337  |HD 154337                          |PM*|17 06 23.2879027704 -37 06 05.644923408|     ~   |8.31     |7.82     |     ~   |     ~   |F8V              |  32|   0
4836|HD 154338  |V* V991 Sco                        |RS*|17 06 29.1105700728 -37 49 26.891100300|     ~   |10.37    |9.693    |     ~   |8.867    |G6/8             |  29|   0
4837|HD 154345  |HD 154345                          |PM*|17 02 36.4038090379 +47 04 54.764174452|     ~   |7.50     |     ~   |6.3      |     ~   |G9               | 283|   1
4838|HD 154355  |HD 154355                          |PM*|17 01 31.0922829744 +58 33 22.736088432|     ~   |7.79     |7.29     |     ~   |     ~   |F5               |  34|   0
4839|HD 154417  |V* V2213 Oph                       |BY*|17 05 16.8186610814 +00 42 09.221511649|     ~   |6.59     |     ~   |5.6      |     ~   |F8.5IV-V         | 345|   0
4840|HD 154540  |HD 154540                          |PM*|17 14 14.7399304008 -75 16 48.254199852|     ~   |9.87     |8.91     |     ~   |     ~   |K2IV-V           |  29|   0
4841|HD 154577  |HD 154577                          |PM*|17 10 10.3509985589 -60 43 43.580350655|     ~   |8.30     |7.41     |     ~   |     ~   |K2.5Vk:          | 137|   0
4842|HD 154578  |HD 154578                          |PM*|17 04 05.2988834400 +46 05 23.509941324|     ~   |     ~   |     ~   |7.6      |     ~   |F7V              |  40|   0
4843|HD 154608  |HD 154608                          |*  |17 09 22.5944828112 -53 23 29.400621684|     ~   |9.53     |8.96     |     ~   |     ~   |G2IV/V           |  21|   0
4844|HD 154656  |HD 154656                          |PM*|17 06 17.9124467932 +12 36 24.564934661|     ~   |9.26     |8.52     |     ~   |     ~   |G5               |  40|   0
4845|HD 154682  |HD 154682                          |PM*|17 08 32.7696429672 -36 38 34.923734916|     ~   |8.30     |7.68     |     ~   |     ~   |G5V              |  39|   1
4846|HD 154718  |HD 154718                          |*  |17 07 01.4316598728 +04 21 42.351318828|     ~   |9.24     |8.70     |     ~   |     ~   |G0V              |  14|   0
4847|HD 154796  |HD 154796                          |SB*|17 07 10.9538322960 +12 07 33.593539656|     ~   |7.93     |7.48     |     ~   |     ~   |F5               |  23|   0
4848|HD 154865  |HD 154865                          |PM*|17 08 25.0516438944 -12 02 00.020571720|     ~   |8.21     |7.71     |     ~   |     ~   |F5V              |  36|   0
4849|HD 154866  |HD 154866                          |*  |17 08 57.7084698648 -23 59 37.194901980|     ~   |8.56     |8.09     |     ~   |     ~   |F3V              |  30|   0
4850|HD 154892  |HD 154892                          |PM*|17 07 41.3074574064 +15 12 37.612625076|     ~   |8.36     |7.88     |     ~   |     ~   |F8V              |  57|   0
4851|HD 154931  |HD 154931                          |PM*|17 08 21.4135278528 +04 25 28.170498036|     ~   |7.87     |     ~   |6.9      |     ~   |G0V              |  73|   0
4852|HD 154945  |HD 154945                          |*  |17 08 49.5076462464 -05 11 30.012830844|     ~   |8.81     |8.43     |     ~   |     ~   |F0V              |  24|   0
4853|HD 154974  |HD 154974                          |PM*|17 08 15.7292959920 +16 05 38.140091736|7.210    |7.160    |6.660    |     ~   |     ~   |F8IV             |  33|   0
4854|HD 154994  |HD 154994                          |PM*|17 10 08.2386115152 -29 58 24.310174908|     ~   |10.24    |9.51     |     ~   |     ~   |G8/K0V           |  34|   0
4855|HD 155059  |HD 155059                          |PM*|17 07 08.0894175768 +44 15 19.598985756|     ~   |8.63     |8.08     |     ~   |     ~   |G5               |  21|   0
4856|HD 155060  |HD 155060                          |PM*|17 07 55.8294465024 +32 06 19.742079816|     ~   |     ~   |     ~   |6.9      |     ~   |F8               |  59|   0
4857|HD 155092  |HD 155092                          |PM*|17 08 21.3154169808 +28 14 01.427897832|7.480    |7.480    |7.080    |     ~   |     ~   |F2               |  34|   0
